metric,bootstrap_spearman
capacity-prior consistency,0.6463948073938197
capacity-prior consistency,0.56188605108055
capacity-prior consistency,0.4102600140548138
capacity-prior consistency,0.41906500070195146
capacity-prior consistency,0.34645115952213634
capacity-prior consistency,0.2545710267229254
capacity-prior consistency,0.5515543677029118
capacity-prior consistency,0.34166198764738914
capacity-prior consistency,0.48330058939096265
capacity-prior consistency,0.3162777621591229
capacity-prior consistency,0.47065431058691387
capacity-prior consistency,0.31442213172307265
capacity-prior consistency,0.4407303370786516
capacity-prior consistency,0.3816493104418801
capacity-prior consistency,0.46863157894736834
capacity-prior consistency,0.5741573033707865
capacity-prior consistency,0.5937675463222908
capacity-prior consistency,0.7450815064643057
capacity-prior consistency,0.6044880785413745
capacity-prior consistency,0.35017543859649114
capacity-prior consistency,0.3359539519865225
capacity-prior consistency,0.7938781241224376
capacity-prior consistency,0.2622559348223066
capacity-prior consistency,0.5128457110767936
capacity-prior consistency,0.29630150471101113
capacity-prior consistency,0.4943141934578128
capacity-prior consistency,0.11906767761864646
capacity-prior consistency,0.6945964912280702
capacity-prior consistency,0.30271105492344436
capacity-prior consistency,0.35150323124473176
capacity-prior consistency,0.19303664186438296
capacity-prior consistency,0.09392575928008999
capacity-prior consistency,0.5906465699394281
capacity-prior consistency,0.3420350877192982
capacity-prior consistency,0.5322376738305943
capacity-prior consistency,0.5191657271702368
capacity-prior consistency,0.5681371171677438
capacity-prior consistency,0.61672278338945
capacity-prior consistency,0.5793461484495581
capacity-prior consistency,0.49247856038239857
capacity-prior consistency,0.30216231395675375
capacity-prior consistency,0.5747433553649276
capacity-prior consistency,0.4847762031710397
capacity-prior consistency,0.2708889200954922
capacity-prior consistency,0.06777277840269967
capacity-prior consistency,0.4166900814835629
capacity-prior consistency,0.4364889576593051
capacity-prior consistency,0.5164835164835164
capacity-prior consistency,0.5075842696629213
capacity-prior consistency,0.5861681192015744
capacity-prior consistency,0.710555867490174
capacity-prior consistency,0.577615298087739
capacity-prior consistency,0.3572030328559394
capacity-prior consistency,0.7478944413250982
capacity-prior consistency,0.07252499647936912
capacity-prior consistency,0.513278066601096
capacity-prior consistency,0.6590781337830242
capacity-prior consistency,0.6085489313835771
capacity-prior consistency,0.4624139384572152
capacity-prior consistency,0.30644934663481804
capacity-prior consistency,0.5630440887391183
capacity-prior consistency,0.23575638506876226
capacity-prior consistency,0.2576013513513513
capacity-prior consistency,0.18466507512989752
capacity-prior consistency,0.6491080207894367
capacity-prior consistency,0.31451839370963214
capacity-prior consistency,0.3353958655603994
capacity-prior consistency,0.28940713683618996
capacity-prior consistency,0.5647653835347008
capacity-prior consistency,0.6284707540521496
capacity-prior consistency,0.6051670878966583
capacity-prior consistency,0.40432098765432095
capacity-prior consistency,0.695053400786959
capacity-prior consistency,0.4928350660297837
capacity-prior consistency,0.28693940672009005
capacity-prior consistency,0.6514896008993816
capacity-prior consistency,0.4398649599099732
capacity-prior consistency,0.6715789473684209
capacity-prior consistency,0.583157894736842
capacity-prior consistency,0.5540882270300648
capacity-prior consistency,0.11136076393764922
capacity-prior consistency,0.546617915904936
capacity-prior consistency,0.4643610291016449
capacity-prior consistency,0.37958151944951557
capacity-prior consistency,0.36247364722417436
capacity-prior consistency,0.5575868372943328
capacity-prior consistency,0.418829802160797
capacity-prior consistency,0.2260600954787981
capacity-prior consistency,0.3139404159640247
capacity-prior consistency,0.6310025273799496
capacity-prior consistency,0.5152960987931517
capacity-prior consistency,0.26827896512935884
capacity-prior consistency,0.36796171171171166
capacity-prior consistency,0.669523675706056
capacity-prior consistency,0.5410112359550562
capacity-prior consistency,0.5832748702118704
capacity-prior consistency,0.36039325842696623
capacity-prior consistency,0.47133220910623946
capacity-prior consistency,0.7595720720720721
capacity-prior consistency,0.4947960618846694
capacity-prior consistency,0.36348314606741566
capacity-prior consistency,0.5186745296265095
capacity-prior consistency,0.5673848753696663
capacity-prior consistency,0.4843881856540083
capacity-prior consistency,0.543298245614035
capacity-prior consistency,0.5366610265087423
capacity-prior consistency,0.3417543859649122
capacity-prior consistency,0.5163969035890218
capacity-prior consistency,0.36040466488689055
capacity-prior consistency,0.39651783206964347
capacity-prior consistency,0.397610681658468
capacity-prior consistency,0.40120769554837804
